Start Date,End Date,Campaign Name,Advert Name,Placement,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-through Rate (CTR),Unique Click-through Rate (uCTR),Amount Spent (EUR),Actions,People Taking Action,Page Likes,Impression Device,Destination
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,279,1.351254,377,2,2,0.530504,0.716846,0.14,2,2,0,Other,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,15,1,15,2,2,13.333333,13.333333,0.04,0,0,0,Android Smartphone,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2015-04-12,2015-04-12,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Desktop Computers,173,1.034682,179,0,0,0,0,1.26,0,0,0,Desktop,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,9,1,9,0,0,0,0,0.04,0,0,0,Android Smartphone,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0.04,0,0,0,iPad,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,32,1.875,60,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,28,1.357143,38,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,280,1.614286,452,0,0,0,0,0.03,0,0,0,Desktop,No Breakdown
2015-04-12,2015-04-12,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,391,1.710997,669,1,1,0.149477,0.255754,0.02,1,1,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,27,1.777778,48,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Right Column Adverts on Desktop Computers,13,1.538462,20,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,3,1,3,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,11,1.181818,13,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Desktop Computers,45,1,45,0,0,0,0,0.2,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,10,1.2,12,0,0,0,0,0.05,0,0,0,iPhone,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Right Column Adverts on Desktop Computers,207,1.719807,356,0,0,0,0,0.02,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Desktop Computers,21,1,21,0,0,0,0,0.16,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,15,1,15,0,0,0,0,0.04,0,0,0,iPhone,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,42,1.214286,51,1,1,1.960784,2.380952,0.01,1,1,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,7,1,7,0,0,0,0,0.03,0,0,0,Android Smartphone,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,6,2.333333,14,0,0,0,0,0,0,0,0,Other,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,27,3.074074,83,1,1,1.204819,3.703704,0.02,1,1,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,231,1.952381,451,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,12,1,12,0,0,0,0,0.02,0,0,0,Android Smartphone,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,132,1.378788,182,4,4,2.197802,3.030303,0.1,4,4,0,Other,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0.01,0,0,0,iPod,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0.01,0,0,0,iPad,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Audience Network on Third-party Mobile Apps,160,1.6375,262,1,1,0.381679,0.625,0.11,1,1,0,Other,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Audience Network on Third-party Mobile Apps,8,2,16,0,0,0,0,0,0,0,0,Other,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,12,1.083333,13,1,1,7.692308,8.333333,0.07,1,1,0,iPad,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,135,1.540741,208,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Desktop Computers,103,1.038835,107,0,0,0,0,0.67,0,0,0,Desktop,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,39,1,39,1,1,2.564103,2.564103,0.11,0,0,0,iPhone,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,45,1.022222,46,0,0,0,0,0.18,0,0,0,iPhone,No Breakdown
2015-04-11,2015-04-11,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,10,1.1,11,0,0,0,0,0.05,0,0,0,Android Smartphone,No Breakdown
2015-04-11,2015-04-11,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Desktop Computers,17,1,17,0,0,0,0,0.05,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,6,1,6,0,0,0,0,0.07,0,0,0,Android Tablet,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,145,1.006897,146,0,0,0,0,0.69,0,0,0,Android Smartphone,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Desktop Computers,47,1.021277,48,0,0,0,0,0.3,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Right Column Adverts on Desktop Computers,660,1.769697,1168,1,1,0.085616,0.151515,0.26,1,1,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,393,1.946565,765,1,1,0.130719,0.254453,0.25,1,1,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,5,1,5,0,0,0,0,0.04,0,0,0,Other,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,42,1,42,1,1,2.380952,2.380952,0.18,0,0,0,Android Smartphone,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,443,1.022573,453,3,3,0.662252,0.677201,2.01,3,3,0,iPhone,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,132,1.363636,180,2,2,1.111111,1.515152,0.05,2,2,0,Other,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,133,1.699248,226,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,19,1.052632,20,0,0,0,0,0.12,0,0,0,iPad,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,57,1.035088,59,1,1,1.694915,1.754386,0.24,1,1,1,iPhone,All Destinations
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,,,,,,,,,,,1,iPhone,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,315,1.015873,320,3,3,0.9375,0.952381,2.04,2,2,1,iPad,All Destinations
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,,,,,,,,,,,1,iPad,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Audience Network on Third-party Mobile Apps,279,1.530466,427,2,2,0.468384,0.716846,0.32,2,2,0,Other,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Desktop Computers,59,1,59,1,1,1.694915,1.694915,0.26,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,36,1.805556,65,0,0,0,0,0.06,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Audience Network on Third-party Mobile Apps,2,2,4,0,0,0,0,0,0,0,0,Other,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Right Column Adverts on Desktop Computers,42,1.666667,70,0,0,0,0,0.04,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,15,1,15,2,2,13.333333,13.333333,0.12,0,0,0,Android Smartphone,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,9,1,9,1,1,11.111111,11.111111,0.09,0,0,0,iPad,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Desktop Computers,65,1.015385,66,0,0,0,0,0.42,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,14,1,14,0,0,0,0,0.05,0,0,0,iPhone,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,87,1.793103,156,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,51,1.803922,92,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Desktop Computers,50,1.04,52,0,0,0,0,0.37,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,53,1.09434,58,1,1,1.724138,1.886792,0.31,1,1,0,iPhone,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,42,1,42,1,1,2.380952,2.380952,0.24,1,1,0,Android Smartphone,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,83,2.349398,195,0,0,0,0,0.06,0,0,0,Desktop,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,13,1,13,0,0,0,0,0.1,0,0,0,iPad,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-04-10,2015-04-10,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0.01,0,0,0,iPod,No Breakdown
2015-04-10,2015-04-10,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,9,1.666667,15,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,16,1,16,0,0,0,0,0.08,0,0,0,iPhone,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Audience Network on Third-party Mobile Apps,279,1.609319,449,2,2,0.445434,0.716846,0.28,2,2,0,Other,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,704,1.724432,1214,0,0,0,0,0.31,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,7,1.142857,8,0,0,0,0,0.06,0,0,0,Android Tablet,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Desktop Computers,17,1,17,1,1,5.882353,5.882353,0.07,1,1,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,322,1.021739,329,4,4,1.215805,1.242236,2.17,2,2,0,iPad,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,145,1.696552,246,0,0,0,0,0.02,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,143,1.006993,144,3,3,2.083333,2.097902,0.61,4,3,0,Android Smartphone,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,357,1.016807,363,5,5,1.37741,1.40056,1.49,3,3,0,iPhone,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,Right Column Adverts on Desktop Computers,1365,1.791209,2445,2,2,0.0818,0.14652,0.54,2,2,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,10,1,10,1,1,10,10,0.03,0,0,0,Android Smartphone,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,217,1.658986,360,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,186,1.403226,261,1,1,0.383142,0.537634,0.12,1,1,0,Other,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Mobile Devices,9,1,9,0,0,0,0,0.03,0,0,0,Other,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,9,1,9,0,0,0,0,0.04,0,0,0,iPhone,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,3,1,3,0,0,0,0,0.02,0,0,0,iPad,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Desktop Computers,23,1,23,0,0,0,0,0.09,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,News Feed on Mobile Devices,9,1,9,0,0,0,0,0.04,0,0,0,Android Smartphone,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Audience Network on Third-party Mobile Apps,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Right Column Adverts on Desktop Computers,82,1.939024,159,0,0,0,0,0.08,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano’s - Website Conversions,News Feed on Desktop Computers,135,1,135,2,2,1.481481,1.481481,0.95,2,2,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Desktop Computers,70,1.742857,122,0,0,0,0,0.02,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,34,1.058824,36,0,0,0,0,0.19,0,0,0,Android Smartphone,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Audience Network on Third-party Mobile Apps,4,2,8,0,0,0,0,0,0,0,0,Other,No Breakdown
2015-04-09,2015-04-09,Anne & Zef,www.orkest.nl/concert/jeugdopera-anne-en-zef-12 - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,82,2.256098,185,0,0,0,0,0.08,0,0,0,Desktop,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-04-09,2015-04-09,Dartele Piano's,www.orkest.nl/concert/dartele-piano%E2%80%99s - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,65,1.707692,111,0,0,0,0,0.07,0,0,0,Desktop,No Breakdown
